Mã TP,Mã QH,Mã PX,Tỉnh Thành Phố,Quận Huyện,Phường Xã,Cấp
27,258,09211,Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Hòa Tiến,Xã
27,258,09217,Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Đông Tiến,Xã
27,258,09220,Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Yên Phụ,Xã
27,258,09223,Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Trung Nghĩa,Xã
27,258,09229,Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Đông Phong,Xã
27,258,09232,Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Long Châu,Xã
27,258,09238,Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Văn Môn,Xã
27,258,09241,Tỉnh Bắc Ninh,Huyện Yên Phong,Xã Đông Thọ,Xã
27,259,09247,Tỉnh Bắc Ninh,Huyện Quế Võ,Thị trấn Phố Mới,Thị trấn
27,259,09250,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Việt Thống,Xã
27,259,09253,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Đại Xuân,Xã
27,259,09259,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Nhân Hòa,Xã
27,259,09262,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Bằng An,Xã
27,259,09265,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Phương Liễu,Xã
27,259,09268,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Quế Tân,Xã
27,259,09274,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Phù Lương,Xã
27,259,09277,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Phù Lãng,Xã
27,259,09280,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Phượng Mao,Xã
27,259,09283,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Việt Hùng,Xã
27,259,09289,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Ngọc Xá,Xã
27,259,09292,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Châu Phong,Xã
27,259,09295,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Bồng Lai,Xã
27,259,09298,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Cách Bi,Xã
27,259,09301,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Đào Viên,Xã
27,259,09304,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Yên Giả,Xã
27,259,09307,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Mộ Đạo,Xã
27,259,09310,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Đức Long,Xã
27,259,09313,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Chi Lăng,Xã
27,259,09316,Tỉnh Bắc Ninh,Huyện Quế Võ,Xã Hán Quảng,Xã
27,260,09319,Tỉnh Bắc Ninh,Huyện Tiên Du,Thị trấn Lim,Thị trấn
27,260,09322,Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Phú Lâm,Xã
27,260,09328,Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Nội Duệ,Xã
27,260,09334,Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Liên Bão,Xã
27,260,09337,Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Hiên Vân,Xã
27,260,09340,Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Hoàn Sơn,Xã
27,260,09343,Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Lạc Vệ,Xã
27,260,09346,Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Việt Đoàn,Xã
27,260,09349,Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Phật Tích,Xã
27,260,09352,Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Tân Chi,Xã
27,260,09355,Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Đại Đồng,Xã
27,260,09358,Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Tri Phương,Xã
27,260,09361,Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Minh Đạo,Xã
27,260,09364,Tỉnh Bắc Ninh,Huyện Tiên Du,Xã Cảnh Hưng,Xã
27,261,09367,Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Đông Ngàn,Phường
27,261,09370,Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Tam Sơn,Phường
27,261,09373,Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Hương Mạc,Phường
27,261,09376,Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Tương Giang,Phường
27,261,09379,Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Phù Khê,Phường
27,261,09382,Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Đồng Kỵ,Phường
27,261,09383,Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Trang Hạ,Phường
27,261,09385,Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Đồng Nguyên,Phường
27,261,09388,Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Châu Khê,Phường
27,261,09391,Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Tân Hồng,Phường
27,261,09394,Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Đình Bảng,Phường
27,261,09397,Tỉnh Bắc Ninh,Thị xã Từ Sơn,Phường Phù Chẩn,Phường
27,262,09400,Tỉnh Bắc Ninh,Huyện Thuận Thành,Thị trấn Hồ,Thị trấn
27,262,09403,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Hoài Thượng,Xã
27,262,09406,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Đại Đồng Thành,Xã
27,262,09409,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Mão Điền,Xã
27,262,09412,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Song Hồ,Xã
27,262,09415,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Đình Tổ,Xã
27,262,09418,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã An Bình,Xã
27,262,09421,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Trí Quả,Xã
27,262,09424,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Gia Đông,Xã
27,262,09427,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Thanh Khương,Xã
27,262,09430,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Trạm Lộ,Xã
27,262,09433,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Xuân Lâm,Xã
27,262,09436,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Hà Mãn,Xã
27,262,09439,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Ngũ Thái,Xã
27,262,09442,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Nguyệt Đức,Xã
27,262,09445,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Ninh Xá,Xã
27,262,09448,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Nghĩa Đạo,Xã
27,262,09451,Tỉnh Bắc Ninh,Huyện Thuận Thành,Xã Song Liễu,Xã
27,263,09454,Tỉnh Bắc Ninh,Huyện Gia Bình,Thị trấn Gia Bình,Thị trấn
27,263,09457,Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Vạn Ninh,Xã
27,263,09460,Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Thái Bảo,Xã
27,263,09463,Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Giang Sơn,Xã
27,263,09466,Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Cao Đức,Xã
27,263,09469,Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Đại Lai,Xã
27,263,09472,Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Song Giang,Xã
27,263,09475,Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Bình Dương,Xã
27,263,09478,Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Lãng Ngâm,Xã
27,263,09481,Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Nhân Thắng,Xã
27,263,09484,Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Xuân Lai,Xã
27,263,09487,Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Đông Cứu,Xã
27,263,09490,Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Đại Bái,Xã
27,263,09493,Tỉnh Bắc Ninh,Huyện Gia Bình,Xã Quỳnh Phú,Xã
27,264,09496,Tỉnh Bắc Ninh,Huyện Lương Tài,Thị trấn Thứa,Thị trấn
27,264,09499,Tỉnh Bắc Ninh,Huyện Lương Tài,Xã An Thịnh,Xã
27,264,09502,Tỉnh Bắc Ninh,Huyện Lương Tài,Xã Trung Kênh,Xã
27,264,09505,Tỉnh Bắc Ninh,Huyện Lương Tài,Xã Phú Hòa,Xã
27,264,09508,Tỉnh Bắc Ninh,Huyện Lương Tài,Xã Mỹ Hương,Xã
27,264,09511,Tỉnh Bắc Ninh,Huyện Lương Tài,Xã Tân Lãng,Xã
27,264,09514,Tỉnh Bắc Ninh,Huyện Lương Tài,Xã Quảng Phú,Xã
27,264,09517,Tỉnh Bắc Ninh,Huyện Lương Tài,Xã Trừng Xá,Xã
27,264,09520,Tỉnh Bắc Ninh,Huyện Lương Tài,Xã Lai Hạ,Xã
27,264,09523,Tỉnh Bắc Ninh,Huyện Lương Tài,Xã Trung Chính,Xã
27,264,09526,Tỉnh Bắc Ninh,Huyện Lương Tài,Xã Minh Tân,Xã
27,264,09529,Tỉnh Bắc Ninh,Huyện Lương Tài,Xã Bình Định,Xã
27,264,09532,Tỉnh Bắc Ninh,Huyện Lương Tài,Xã Phú Lương,Xã
27,264,09535,Tỉnh Bắc Ninh,Huyện Lương Tài,Xã Lâm Thao,Xã
30,288,10507,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Cẩm Thượng,Phường
30,288,10510,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Bình Hàn,Phường
30,288,10513,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Ngọc Châu,Phường
30,288,10514,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Nhị Châu,Phường
30,288,10516,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Quang Trung,Phường
30,288,10519,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Nguyễn Trãi,Phường
30,288,10522,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Phạm Ngũ Lão,Phường
30,288,10525,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Trần Hưng Đạo,Phường
30,288,10528,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Trần Phú,Phường
30,288,10531,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Thanh Bình,Phường
30,288,10532,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Tân Bình,Phường
30,288,10534,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Lê Thanh Nghị,Phường
30,288,10537,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Hải Tân,Phường
30,288,10540,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Tứ Minh,Phường
30,288,10543,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Việt Hoà,Phường
30,288,10660,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Ái Quốc,Phường
30,288,10663,Tỉnh Hải Dương,Thành phố Hải Dương,Xã An Thượng,Xã
30,288,10672,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Nam Đồng,Phường
30,288,10822,Tỉnh Hải Dương,Thành phố Hải Dương,Xã Quyết Thắng,Xã
30,288,10837,Tỉnh Hải Dương,Thành phố Hải Dương,Xã Tiền Tiến,Xã
30,288,11002,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Thạch Khôi,Phường
30,288,11005,Tỉnh Hải Dương,Thành phố Hải Dương,Xã Liên Hồng,Xã
30,288,11011,Tỉnh Hải Dương,Thành phố Hải Dương,Phường Tân Hưng,Phường
30,288,11017,Tỉnh Hải Dương,Thành phố Hải Dương,Xã Gia Xuyên,Xã
30,288,11077,Tỉnh Hải Dương,Thành phố Hải Dương,Xã Ngọc Sơn,Xã
30,290,10546,Tỉnh Hải Dương,Thành phố Chí Linh,Phường Phả Lại,Phường
30,290,10549,Tỉnh Hải Dương,Thành phố Chí Linh,Phường Sao Đỏ,Phường
30,290,10552,Tỉnh Hải Dương,Thành phố Chí Linh,Phường Bến Tắm,Phường
30,290,10555,Tỉnh Hải Dương,Thành phố Chí Linh,Xã Hoàng Hoa Thám,Xã
30,290,10558,Tỉnh Hải Dương,Thành phố Chí Linh,Xã Bắc An,Xã
30,290,10561,Tỉnh Hải Dương,Thành phố Chí Linh,Xã Hưng Đạo,Xã
30,290,10564,Tỉnh Hải Dương,Thành phố Chí Linh,Xã Lê Lợi,Xã
30,290,10567,Tỉnh Hải Dương,Thành phố Chí Linh,Phường Hoàng Tiến,Phường
30,290,10570,Tỉnh Hải Dương,Thành phố Chí Linh,Phường Cộng Hoà,Phường
30,290,10573,Tỉnh Hải Dương,Thành phố Chí Linh,Phường Hoàng Tân,Phường
30,290,10576,Tỉnh Hải Dương,Thành phố Chí Linh,Phường Cổ Thành,Phường
30,290,10579,Tỉnh Hải Dương,Thành phố Chí Linh,Phường Văn An,Phường
30,290,10582,Tỉnh Hải Dương,Thành phố Chí Linh,Phường Chí Minh,Phường
30,290,10585,Tỉnh Hải Dương,Thành phố Chí Linh,Phường Văn Đức,Phường
30,290,10588,Tỉnh Hải Dương,Thành phố Chí Linh,Phường Thái Học,Phường
30,290,10591,Tỉnh Hải Dương,Thành phố Chí Linh,Xã Nhân Huệ,Xã
30,290,10594,Tỉnh Hải Dương,Thành phố Chí Linh,Phường An Lạc,Phường
30,290,10600,Tỉnh Hải Dương,Thành phố Chí Linh,Phường Đồng Lạc,Phường
30,290,10603,Tỉnh Hải Dương,Thành phố Chí Linh,Phường Tân Dân,Phường
30,291,10606,Tỉnh Hải Dương,Huyện Nam Sách,Thị trấn Nam Sách,Thị trấn
30,291,10609,Tỉnh Hải Dương,Huyện Nam Sách,Xã Nam Hưng,Xã
30,291,10612,Tỉnh Hải Dương,Huyện Nam Sách,Xã Nam Tân,Xã
30,291,10615,Tỉnh Hải Dương,Huyện Nam Sách,Xã Hợp Tiến,Xã
30,291,10618,Tỉnh Hải Dương,Huyện Nam Sách,Xã Hiệp Cát,Xã
30,291,10621,Tỉnh Hải Dương,Huyện Nam Sách,Xã Thanh Quang,Xã
30,291,10624,Tỉnh Hải Dương,Huyện Nam Sách,Xã Quốc Tuấn,Xã
30,291,10627,Tỉnh Hải Dương,Huyện Nam Sách,Xã Nam Chính,Xã
30,291,10630,Tỉnh Hải Dương,Huyện Nam Sách,Xã An Bình,Xã
30,291,10633,Tỉnh Hải Dương,Huyện Nam Sách,Xã Nam Trung,Xã
30,291,10636,Tỉnh Hải Dương,Huyện Nam Sách,Xã An Sơn,Xã
30,291,10639,Tỉnh Hải Dương,Huyện Nam Sách,Xã Cộng Hòa,Xã
30,291,10642,Tỉnh Hải Dương,Huyện Nam Sách,Xã Thái Tân,Xã
30,291,10645,Tỉnh Hải Dương,Huyện Nam Sách,Xã An Lâm,Xã
30,291,10648,Tỉnh Hải Dương,Huyện Nam Sách,Xã Phú Điền,Xã
30,291,10651,Tỉnh Hải Dương,Huyện Nam Sách,Xã Nam Hồng,Xã
30,291,10654,Tỉnh Hải Dương,Huyện Nam Sách,Xã Hồng Phong,Xã
30,291,10657,Tỉnh Hải Dương,Huyện Nam Sách,Xã Đồng Lạc,Xã
30,291,10666,Tỉnh Hải Dương,Huyện Nam Sách,Xã Minh Tân,Xã
30,292,10675,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường An Lưu,Phường
30,292,10678,Tỉnh Hải Dương,Thị xã Kinh Môn,Xã Bạch Đằng,Xã
30,292,10681,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường Thất Hùng,Phường
30,292,10684,Tỉnh Hải Dương,Thị xã Kinh Môn,Xã Lê Ninh,Xã
30,292,10687,Tỉnh Hải Dương,Thị xã Kinh Môn,Xã Hoành Sơn,Xã
30,292,10693,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường Phạm Thái,Phường
30,292,10696,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường Duy Tân,Phường
30,292,10699,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường Tân Dân,Phường
30,292,10702,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường Minh Tân,Phường
30,292,10705,Tỉnh Hải Dương,Thị xã Kinh Môn,Xã Quang Thành,Xã
30,292,10708,Tỉnh Hải Dương,Thị xã Kinh Môn,Xã Hiệp Hòa,Xã
30,292,10714,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường Phú Thứ,Phường
30,292,10717,Tỉnh Hải Dương,Thị xã Kinh Môn,Xã Thăng Long,Xã
30,292,10720,Tỉnh Hải Dương,Thị xã Kinh Môn,Xã Lạc Long,Xã
30,292,10723,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường An Sinh,Phường
30,292,10726,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường Hiệp Sơn,Phường
30,292,10729,Tỉnh Hải Dương,Thị xã Kinh Môn,Xã Thượng Quận,Xã
30,292,10732,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường An Phụ,Phường
30,292,10735,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường Hiệp An,Phường
30,292,10738,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường Long Xuyên,Phường
30,292,10741,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường Thái Thịnh,Phường
30,292,10744,Tỉnh Hải Dương,Thị xã Kinh Môn,Phường Hiến Thành,Phường
30,292,10747,Tỉnh Hải Dương,Thị xã Kinh Môn,Xã Minh Hòa,Xã
30,293,10750,Tỉnh Hải Dương,Huyện Kim Thành,Thị trấn Phú Thái,Thị trấn
30,293,10753,Tỉnh Hải Dương,Huyện Kim Thành,Xã Lai Vu,Xã
30,293,10756,Tỉnh Hải Dương,Huyện Kim Thành,Xã Cộng Hòa,Xã
30,293,10759,Tỉnh Hải Dương,Huyện Kim Thành,Xã Thượng Vũ,Xã
30,293,10762,Tỉnh Hải Dương,Huyện Kim Thành,Xã Cổ Dũng,Xã
30,293,10768,Tỉnh Hải Dương,Huyện Kim Thành,Xã Tuấn Việt,Xã
30,293,10771,Tỉnh Hải Dương,Huyện Kim Thành,Xã Kim Xuyên,Xã
30,293,10774,Tỉnh Hải Dương,Huyện Kim Thành,Xã Phúc Thành A,Xã
30,293,10777,Tỉnh Hải Dương,Huyện Kim Thành,Xã Ngũ Phúc,Xã
30,293,10780,Tỉnh Hải Dương,Huyện Kim Thành,Xã Kim Anh,Xã
30,293,10783,Tỉnh Hải Dương,Huyện Kim Thành,Xã Kim Liên,Xã
30,293,10786,Tỉnh Hải Dương,Huyện Kim Thành,Xã Kim Tân,Xã
30,293,10792,Tỉnh Hải Dương,Huyện Kim Thành,Xã Kim Đính,Xã
30,293,10798,Tỉnh Hải Dương,Huyện Kim Thành,Xã Bình Dân,Xã
30,293,10801,Tỉnh Hải Dương,Huyện Kim Thành,Xã Tam Kỳ,Xã
30,293,10804,Tỉnh Hải Dương,Huyện Kim Thành,Xã Đồng Cẩm,Xã
30,293,10807,Tỉnh Hải Dương,Huyện Kim Thành,Xã Liên Hòa,Xã
30,293,10810,Tỉnh Hải Dương,Huyện Kim Thành,Xã Đại Đức,Xã
30,294,10813,Tỉnh Hải Dương,Huyện Thanh Hà,Thị trấn Thanh Hà,Thị trấn
30,294,10816,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Hồng Lạc,Xã
30,294,10819,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Việt Hồng,Xã
30,294,10825,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Tân Việt,Xã
30,294,10828,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Cẩm Chế,Xã
30,294,10831,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Thanh An,Xã
30,294,10834,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Thanh Lang,Xã
30,294,10840,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Tân An,Xã
30,294,10843,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Liên Mạc,Xã
30,294,10846,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Thanh Hải,Xã
30,294,10849,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Thanh Khê,Xã
30,294,10852,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Thanh Xá,Xã
30,294,10855,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Thanh Xuân,Xã
30,294,10861,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Thanh Thủy,Xã
30,294,10864,Tỉnh Hải Dương,Huyện Thanh Hà,Xã An Phượng,Xã
30,294,10867,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Thanh Sơn,Xã
30,294,10876,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Thanh Quang,Xã
30,294,10879,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Thanh Hồng,Xã
30,294,10882,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Thanh Cường,Xã
30,294,10885,Tỉnh Hải Dương,Huyện Thanh Hà,Xã Vĩnh Lập,Xã
30,295,10888,Tỉnh Hải Dương,Huyện Cẩm Giàng,Thị trấn Cẩm Giang,Thị trấn
30,295,10891,Tỉnh Hải Dương,Huyện Cẩm Giàng,Thị trấn Lai Cách,Thị trấn
30,295,10894,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Hưng,Xã
30,295,10897,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Hoàng,Xã
30,295,10900,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Văn,Xã
30,295,10903,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Ngọc Liên,Xã
30,295,10906,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Thạch Lỗi,Xã
30,295,10909,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Vũ,Xã
30,295,10912,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Đức Chính,Xã
30,295,10918,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Định Sơn,Xã
30,295,10924,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Lương Điền,Xã
30,295,10927,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Cao An,Xã
30,295,10930,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Tân Trường,Xã
30,295,10933,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Phúc,Xã
30,295,10936,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Điền,Xã
30,295,10939,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Đông,Xã
30,295,10942,Tỉnh Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Đoài,Xã
30,296,10945,Tỉnh Hải Dương,Huyện Bình Giang,Thị trấn Kẻ Sặt,Thị trấn
30,296,10951,Tỉnh Hải Dương,Huyện Bình Giang,Xã Vĩnh Hưng,Xã
30,296,10954,Tỉnh Hải Dương,Huyện Bình Giang,Xã Hùng Thắng,Xã
30,296,10960,Tỉnh Hải Dương,Huyện Bình Giang,Xã Vĩnh Hồng,Xã
30,296,10963,Tỉnh Hải Dương,Huyện Bình Giang,Xã Long Xuyên,Xã
30,296,10966,Tỉnh Hải Dương,Huyện Bình Giang,Xã Tân Việt,Xã
30,296,10969,Tỉnh Hải Dương,Huyện Bình Giang,Xã Thúc Kháng,Xã
30,296,10972,Tỉnh Hải Dương,Huyện Bình Giang,Xã Tân Hồng,Xã
30,296,10975,Tỉnh Hải Dương,Huyện Bình Giang,Xã Bình Minh,Xã
30,296,10978,Tỉnh Hải Dương,Huyện Bình Giang,Xã Hồng Khê,Xã
30,296,10981,Tỉnh Hải Dương,Huyện Bình Giang,Xã Thái Học,Xã
30,296,10984,Tỉnh Hải Dương,Huyện Bình Giang,Xã Cổ Bì,Xã
30,296,10987,Tỉnh Hải Dương,Huyện Bình Giang,Xã Nhân Quyền,Xã
30,296,10990,Tỉnh Hải Dương,Huyện Bình Giang,Xã Thái Dương,Xã
30,296,10993,Tỉnh Hải Dương,Huyện Bình Giang,Xã Thái Hòa,Xã
30,296,10996,Tỉnh Hải Dương,Huyện Bình Giang,Xã Bình Xuyên,Xã
30,297,10999,Tỉnh Hải Dương,Huyện Gia Lộc,Thị trấn Gia Lộc,Thị trấn
30,297,11008,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Thống Nhất,Xã
30,297,11020,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Yết Kiêu,Xã
30,297,11029,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Gia Tân,Xã
30,297,11032,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Tân Tiến,Xã
30,297,11035,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Gia Khánh,Xã
30,297,11038,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Gia Lương,Xã
30,297,11041,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Lê Lợi,Xã
30,297,11044,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Toàn Thắng,Xã
30,297,11047,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Hoàng Diệu,Xã
30,297,11050,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Hồng Hưng,Xã
30,297,11053,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Phạm Trấn,Xã
30,297,11056,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Đoàn Thượng,Xã
30,297,11059,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Thống Kênh,Xã
30,297,11062,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Quang Minh,Xã
30,297,11065,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Đồng Quang,Xã
30,297,11068,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Nhật Tân,Xã
30,297,11071,Tỉnh Hải Dương,Huyện Gia Lộc,Xã Đức Xương,Xã
30,298,11074,Tỉnh Hải Dương,Huyện Tứ Kỳ,Thị trấn Tứ Kỳ,Thị trấn
30,298,11083,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Đại Sơn,Xã
30,298,11086,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Hưng Đạo,Xã
30,298,11089,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Ngọc Kỳ,Xã
30,298,11092,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Bình Lăng,Xã
30,298,11095,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Chí Minh,Xã
30,298,11098,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Tái Sơn,Xã
30,298,11101,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Quang Phục,Xã
30,298,11110,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Dân Chủ,Xã
30,298,11113,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Tân Kỳ,Xã
30,298,11116,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Quang Khải,Xã
30,298,11119,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Đại Hợp,Xã
30,298,11122,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Quảng Nghiệp,Xã
30,298,11125,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã An Thanh,Xã
30,298,11128,Tỉnh Hải Dương,Huyện Tứ Kỳ,Xã Minh Đức,Xã
