Mã TP,Mã QH,Mã PX,Tỉnh Thành Phố,Quận Huyện,Phường Xã,Cấp
01,001,00001,Thành phố Hà Nội,Quận Ba Đình,Phường Phúc Xá,Phường
01,001,00004,Thành phố Hà Nội,Quận Ba Đình,Phường Trúc Bạch,Phường
01,001,00006,Thành phố Hà Nội,Quận Ba Đình,Phường Vĩnh Phúc,Phường
01,001,00007,Thành phố Hà Nội,Quận Ba Đình,Phường Cống Vị,Phường
01,001,00008,Thành phố Hà Nội,Quận Ba Đình,Phường Liễu Giai,Phường
01,001,00010,Thành phố Hà Nội,Quận Ba Đình,Phường Nguyễn Trung Trực,Phường
01,001,00013,Thành phố Hà Nội,Quận Ba Đình,Phường Quán Thánh,Phường
01,001,00016,Thành phố Hà Nội,Quận Ba Đình,Phường Ngọc Hà,Phường
01,001,00019,Thành phố Hà Nội,Quận Ba Đình,Phường Điện Biên,Phường
01,001,00022,Thành phố Hà Nội,Quận Ba Đình,Phường Đội Cấn,Phường
01,001,00025,Thành phố Hà Nội,Quận Ba Đình,Phường Ngọc Khánh,Phường
01,001,00028,Thành phố Hà Nội,Quận Ba Đình,Phường Kim Mã,Phường
01,001,00031,Thành phố Hà Nội,Quận Ba Đình,Phường Giảng Võ,Phường
01,001,00034,Thành phố Hà Nội,Quận Ba Đình,Phường Thành Công,Phường
01,002,00037,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Phúc Tân,Phường
01,002,00040,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Đồng Xuân,Phường
01,002,00043,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Mã,Phường
01,002,00046,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Buồm,Phường
01,002,00049,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Đào,Phường
01,002,00052,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bồ,Phường
01,002,00055,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Cửa Đông,Phường
01,002,00058,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Lý Thái Tổ,Phường
01,002,00061,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bạc,Phường
01,002,00064,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Gai,Phường
01,002,00067,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Chương Dương,Phường
01,002,00070,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Trống,Phường
01,002,00073,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Cửa Nam,Phường
01,002,00076,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bông,Phường
01,002,00079,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Tràng Tiền,Phường
01,002,00082,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Trần Hưng Đạo,Phường
01,002,00085,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Phan Chu Trinh,Phường
01,002,00088,Thành phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bài,Phường
01,003,00091,Thành phố Hà Nội,Quận Tây Hồ,Phường Phú Thượng,Phường
01,003,00094,Thành phố Hà Nội,Quận Tây Hồ,Phường Nhật Tân,Phường
01,003,00097,Thành phố Hà Nội,Quận Tây Hồ,Phường Tứ Liên,Phường
01,003,00100,Thành phố Hà Nội,Quận Tây Hồ,Phường Quảng An,Phường
01,003,00103,Thành phố Hà Nội,Quận Tây Hồ,Phường Xuân La,Phường
01,003,00106,Thành phố Hà Nội,Quận Tây Hồ,Phường Yên Phụ,Phường
01,003,00109,Thành phố Hà Nội,Quận Tây Hồ,Phường Bưởi,Phường
01,003,00112,Thành phố Hà Nội,Quận Tây Hồ,Phường Thụy Khuê,Phường
01,004,00115,Thành phố Hà Nội,Quận Long Biên,Phường Thượng Thanh,Phường
01,004,00118,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Phường
01,004,00121,Thành phố Hà Nội,Quận Long Biên,Phường Giang Biên,Phường
01,004,00124,Thành phố Hà Nội,Quận Long Biên,Phường Đức Giang,Phường
01,004,00127,Thành phố Hà Nội,Quận Long Biên,Phường Việt Hưng,Phường
01,004,00130,Thành phố Hà Nội,Quận Long Biên,Phường Gia Thụy,Phường
01,004,00133,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Lâm,Phường
01,004,00136,Thành phố Hà Nội,Quận Long Biên,Phường Phúc Lợi,Phường
01,004,00139,Thành phố Hà Nội,Quận Long Biên,Phường Bồ Đề,Phường
01,004,00142,Thành phố Hà Nội,Quận Long Biên,Phường Sài Đồng,Phường
01,004,00145,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,Phường
01,004,00148,Thành phố Hà Nội,Quận Long Biên,Phường Thạch Bàn,Phường
01,004,00151,Thành phố Hà Nội,Quận Long Biên,Phường Phúc Đồng,Phường
01,004,00154,Thành phố Hà Nội,Quận Long Biên,Phường Cự Khối,Phường
01,005,00157,Thành phố Hà Nội,Quận Cầu Giấy,Phường Nghĩa Đô,Phường
01,005,00160,Thành phố Hà Nội,Quận Cầu Giấy,Phường Nghĩa Tân,Phường
01,005,00163,Thành phố Hà Nội,Quận Cầu Giấy,Phường Mai Dịch,Phường
01,005,00166,Thành phố Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng,Phường
01,005,00167,Thành phố Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng Hậu,Phường
01,005,00169,Thành phố Hà Nội,Quận Cầu Giấy,Phường Quan Hoa,Phường
01,005,00172,Thành phố Hà Nội,Quận Cầu Giấy,Phường Yên Hoà,Phường
01,005,00175,Thành phố Hà Nội,Quận Cầu Giấy,Phường Trung Hoà,Phường
01,006,00178,Thành phố Hà Nội,Quận Đống Đa,Phường Cát Linh,Phường
01,006,00181,Thành phố Hà Nội,Quận Đống Đa,Phường Văn Miếu,Phường
01,006,00184,Thành phố Hà Nội,Quận Đống Đa,Phường Quốc Tử Giám,Phường
01,006,00187,Thành phố Hà Nội,Quận Đống Đa,Phường Láng Thượng,Phường
01,006,00190,Thành phố Hà Nội,Quận Đống Đa,Phường Ô Chợ Dừa,Phường
01,006,00193,Thành phố Hà Nội,Quận Đống Đa,Phường Văn Chương,Phường
01,006,00196,Thành phố Hà Nội,Quận Đống Đa,Phường Hàng Bột,Phường
01,006,00199,Thành phố Hà Nội,Quận Đống Đa,Phường Láng Hạ,Phường
01,006,00202,Thành phố Hà Nội,Quận Đống Đa,Phường Khâm Thiên,Phường
01,006,00205,Thành phố Hà Nội,Quận Đống Đa,Phường Thổ Quan,Phường
01,006,00208,Thành phố Hà Nội,Quận Đống Đa,Phường Nam Đồng,Phường
01,006,00211,Thành phố Hà Nội,Quận Đống Đa,Phường Trung Phụng,Phường
01,006,00214,Thành phố Hà Nội,Quận Đống Đa,Phường Quang Trung,Phường
01,006,00217,Thành phố Hà Nội,Quận Đống Đa,Phường Trung Liệt,Phường
01,006,00220,Thành phố Hà Nội,Quận Đống Đa,Phường Phương Liên,Phường
01,006,00223,Thành phố Hà Nội,Quận Đống Đa,Phường Thịnh Quang,Phường
01,006,00226,Thành phố Hà Nội,Quận Đống Đa,Phường Trung Tự,Phường
01,006,00229,Thành phố Hà Nội,Quận Đống Đa,Phường Kim Liên,Phường
01,006,00232,Thành phố Hà Nội,Quận Đống Đa,Phường Phương Mai,Phường
01,006,00235,Thành phố Hà Nội,Quận Đống Đa,Phường Ngã Tư Sở,Phường
01,006,00238,Thành phố Hà Nội,Quận Đống Đa,Phường Khương Thượng,Phường
01,007,00241,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Nguyễn Du,Phường
01,007,00244,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Bạch Đằng,Phường
01,007,00247,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Phạm Đình Hổ,Phường
01,007,00256,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Lê Đại Hành,Phường
01,007,00259,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Đồng Nhân,Phường
01,007,00262,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Phố Huế,Phường
01,007,00265,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Đống Mác,Phường
01,007,00268,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Thanh Lương,Phường
01,007,00271,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Thanh Nhàn,Phường
01,007,00274,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Cầu Dền,Phường
01,007,00277,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Bách Khoa,Phường
01,007,00280,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Đồng Tâm,Phường
01,007,00283,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Vĩnh Tuy,Phường
01,007,00286,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Bạch Mai,Phường
01,007,00289,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Mai,Phường
01,007,00292,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Lôi,Phường
01,007,00295,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Minh Khai,Phường
01,007,00298,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Trương Định,Phường
01,008,00301,Thành phố Hà Nội,Quận Hoàng Mai,Phường Thanh Trì,Phường
01,008,00304,Thành phố Hà Nội,Quận Hoàng Mai,Phường Vĩnh Hưng,Phường
01,008,00307,Thành phố Hà Nội,Quận Hoàng Mai,Phường Định Công,Phường
01,008,00310,Thành phố Hà Nội,Quận Hoàng Mai,Phường Mai Động,Phường
01,008,00313,Thành phố Hà Nội,Quận Hoàng Mai,Phường Tương Mai,Phường
01,008,00316,Thành phố Hà Nội,Quận Hoàng Mai,Phường Đại Kim,Phường
01,008,00319,Thành phố Hà Nội,Quận Hoàng Mai,Phường Tân Mai,Phường
01,008,00322,Thành phố Hà Nội,Quận Hoàng Mai,Phường Hoàng Văn Thụ,Phường
01,008,00325,Thành phố Hà Nội,Quận Hoàng Mai,Phường Giáp Bát,Phường
01,008,00328,Thành phố Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,Phường
01,008,00331,Thành phố Hà Nội,Quận Hoàng Mai,Phường Thịnh Liệt,Phường
01,008,00334,Thành phố Hà Nội,Quận Hoàng Mai,Phường Trần Phú,Phường
01,008,00337,Thành phố Hà Nội,Quận Hoàng Mai,Phường Hoàng Liệt,Phường
01,008,00340,Thành phố Hà Nội,Quận Hoàng Mai,Phường Yên Sở,Phường
01,009,00343,Thành phố Hà Nội,Quận Thanh Xuân,Phường Nhân Chính,Phường
01,009,00346,Thành phố Hà Nội,Quận Thanh Xuân,Phường Thượng Đình,Phường
01,009,00349,Thành phố Hà Nội,Quận Thanh Xuân,Phường Khương Trung,Phường
01,009,00352,Thành phố Hà Nội,Quận Thanh Xuân,Phường Khương Mai,Phường
01,009,00355,Thành phố Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Trung,Phường
01,009,00358,Thành phố Hà Nội,Quận Thanh Xuân,Phường Phương Liệt,Phường
01,009,00361,Thành phố Hà Nội,Quận Thanh Xuân,Phường Hạ Đình,Phường
01,009,00364,Thành phố Hà Nội,Quận Thanh Xuân,Phường Khương Đình,Phường
01,009,00367,Thành phố Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Bắc,Phường
01,009,00370,Thành phố Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Nam,Phường
01,009,00373,Thành phố Hà Nội,Quận Thanh Xuân,Phường Kim Giang,Phường
01,016,00376,Thành phố Hà Nội,Huyện Sóc Sơn,Thị trấn Sóc Sơn,Thị trấn
01,016,00379,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Bắc Sơn,Xã
01,016,00382,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Minh Trí,Xã
01,016,00385,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Hồng Kỳ,Xã
01,016,00388,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Nam Sơn,Xã
01,016,00391,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Trung Giã,Xã
01,016,00394,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tân Hưng,Xã
01,016,00397,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Minh Phú,Xã
01,016,00400,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Phù Linh,Xã
01,016,00403,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Bắc Phú,Xã
01,016,00406,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tân Minh,Xã
01,016,00409,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Quang Tiến,Xã
01,016,00412,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Hiền Ninh,Xã
01,016,00415,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tân Dân,Xã
01,016,00418,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tiên Dược,Xã
01,016,00421,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Việt Long,Xã
01,016,00424,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Xuân Giang,Xã
01,016,00427,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Mai Đình,Xã
01,016,00430,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Đức Hoà,Xã
01,016,00433,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Thanh Xuân,Xã
01,016,00436,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Đông Xuân,Xã
01,016,00439,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Kim Lũ,Xã
01,016,00442,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Phú Cường,Xã
01,016,00445,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Phú Minh,Xã
01,016,00448,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Phù Lỗ,Xã
01,016,00451,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Xuân Thu,Xã
01,017,00454,Thành phố Hà Nội,Huyện Đông Anh,Thị trấn Đông Anh,Thị trấn
01,017,00457,Thành phố Hà Nội,Huyện Đông Anh,Xã Xuân Nộn,Xã
01,017,00460,Thành phố Hà Nội,Huyện Đông Anh,Xã Thuỵ Lâm,Xã
01,017,00463,Thành phố Hà Nội,Huyện Đông Anh,Xã Bắc Hồng,Xã
01,017,00466,Thành phố Hà Nội,Huyện Đông Anh,Xã Nguyên Khê,Xã
01,017,00469,Thành phố Hà Nội,Huyện Đông Anh,Xã Nam Hồng,Xã
01,017,00472,Thành phố Hà Nội,Huyện Đông Anh,Xã Tiên Dương,Xã
01,017,00475,Thành phố Hà Nội,Huyện Đông Anh,Xã Vân Hà,Xã
01,017,00478,Thành phố Hà Nội,Huyện Đông Anh,Xã Uy Nỗ,Xã
01,017,00481,Thành phố Hà Nội,Huyện Đông Anh,Xã Vân Nội,Xã
01,017,00484,Thành phố Hà Nội,Huyện Đông Anh,Xã Liên Hà,Xã
01,017,00487,Thành phố Hà Nội,Huyện Đông Anh,Xã Việt Hùng,Xã
01,017,00490,Thành phố Hà Nội,Huyện Đông Anh,Xã Kim Nỗ,Xã
01,017,00493,Thành phố Hà Nội,Huyện Đông Anh,Xã Kim Chung,Xã
01,017,00496,Thành phố Hà Nội,Huyện Đông Anh,Xã Dục Tú,Xã
01,017,00499,Thành phố Hà Nội,Huyện Đông Anh,Xã Đại Mạch,Xã
01,017,00502,Thành phố Hà Nội,Huyện Đông Anh,Xã Vĩnh Ngọc,Xã
01,017,00505,Thành phố Hà Nội,Huyện Đông Anh,Xã Cổ Loa,Xã
01,017,00508,Thành phố Hà Nội,Huyện Đông Anh,Xã Hải Bối,Xã
01,017,00511,Thành phố Hà Nội,Huyện Đông Anh,Xã Xuân Canh,Xã
01,017,00514,Thành phố Hà Nội,Huyện Đông Anh,Xã Võng La,Xã
01,017,00517,Thành phố Hà Nội,Huyện Đông Anh,Xã Tàm Xá,Xã
01,017,00520,Thành phố Hà Nội,Huyện Đông Anh,Xã Mai Lâm,Xã
01,017,00523,Thành phố Hà Nội,Huyện Đông Anh,Xã Đông Hội,Xã
01,018,00526,Thành phố Hà Nội,Huyện Gia Lâm,Thị trấn Yên Viên,Thị trấn
01,018,00529,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Thường,Xã
01,018,00532,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Viên,Xã
01,018,00535,Thành phố Hà Nội,Huyện Gia Lâm,Xã Ninh Hiệp,Xã
01,018,00538,Thành phố Hà Nội,Huyện Gia Lâm,Xã Đình Xuyên,Xã
01,018,00541,Thành phố Hà Nội,Huyện Gia Lâm,Xã Dương Hà,Xã
01,018,00544,Thành phố Hà Nội,Huyện Gia Lâm,Xã Phù Đổng,Xã
01,018,00547,Thành phố Hà Nội,Huyện Gia Lâm,Xã Trung Mầu,Xã
01,018,00550,Thành phố Hà Nội,Huyện Gia Lâm,Xã Lệ Chi,Xã
01,018,00553,Thành phố Hà Nội,Huyện Gia Lâm,Xã Cổ Bi,Xã
01,018,00556,Thành phố Hà Nội,Huyện Gia Lâm,Xã Đặng Xá,Xã
01,018,00559,Thành phố Hà Nội,Huyện Gia Lâm,Xã Phú Thị,Xã
01,018,00562,Thành phố Hà Nội,Huyện Gia Lâm,Xã Kim Sơn,Xã
01,018,00565,Thành phố Hà Nội,Huyện Gia Lâm,Thị trấn Trâu Quỳ,Thị trấn
01,018,00568,Thành phố Hà Nội,Huyện Gia Lâm,Xã Dương Quang,Xã
01,018,00571,Thành phố Hà Nội,Huyện Gia Lâm,Xã Dương Xá,Xã
01,018,00574,Thành phố Hà Nội,Huyện Gia Lâm,Xã Đông Dư,Xã
01,018,00577,Thành phố Hà Nội,Huyện Gia Lâm,Xã Đa Tốn,Xã
01,018,00580,Thành phố Hà Nội,Huyện Gia Lâm,Xã Kiêu Kỵ,Xã
01,018,00583,Thành phố Hà Nội,Huyện Gia Lâm,Xã Bát Tràng,Xã
01,018,00586,Thành phố Hà Nội,Huyện Gia Lâm,Xã Kim Lan,Xã
01,018,00589,Thành phố Hà Nội,Huyện Gia Lâm,Xã Văn Đức,Xã
01,019,00592,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Cầu Diễn,Phường
01,019,00622,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Xuân Phương,Phường
01,019,00623,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Phương Canh,Phường
01,019,00625,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Mỹ Đình 1,Phường
01,019,00626,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Mỹ Đình 2,Phường
01,019,00628,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Tây Mỗ,Phường
01,019,00631,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Mễ Trì,Phường
01,019,00632,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Phú Đô,Phường
01,019,00634,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Đại Mỗ,Phường
01,019,00637,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Trung Văn,Phường
01,020,00640,Thành phố Hà Nội,Huyện Thanh Trì,Thị trấn Văn Điển,Thị trấn
01,020,00643,Thành phố Hà Nội,Huyện Thanh Trì,Xã Tân Triều,Xã
01,020,00646,Thành phố Hà Nội,Huyện Thanh Trì,Xã Thanh Liệt,Xã
01,020,00649,Thành phố Hà Nội,Huyện Thanh Trì,Xã Tả Thanh Oai,Xã
01,020,00652,Thành phố Hà Nội,Huyện Thanh Trì,Xã Hữu Hoà,Xã
01,020,00655,Thành phố Hà Nội,Huyện Thanh Trì,Xã Tam Hiệp,Xã
01,020,00658,Thành phố Hà Nội,Huyện Thanh Trì,Xã Tứ Hiệp,Xã
01,020,00661,Thành phố Hà Nội,Huyện Thanh Trì,Xã Yên Mỹ,Xã
01,020,00664,Thành phố Hà Nội,Huyện Thanh Trì,Xã Vĩnh Quỳnh,Xã
01,020,00667,Thành phố Hà Nội,Huyện Thanh Trì,Xã Ngũ Hiệp,Xã
01,020,00670,Thành phố Hà Nội,Huyện Thanh Trì,Xã Duyên Hà,Xã
01,020,00673,Thành phố Hà Nội,Huyện Thanh Trì,Xã Ngọc Hồi,Xã
01,020,00676,Thành phố Hà Nội,Huyện Thanh Trì,Xã Vạn Phúc,Xã
01,020,00679,Thành phố Hà Nội,Huyện Thanh Trì,Xã Đại áng,Xã
01,020,00682,Thành phố Hà Nội,Huyện Thanh Trì,Xã Liên Ninh,Xã
01,020,00685,Thành phố Hà Nội,Huyện Thanh Trì,Xã Đông Mỹ,Xã
01,021,00595,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Thượng Cát,Phường
01,021,00598,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Liên Mạc,Phường
01,021,00601,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Đông Ngạc,Phường
01,021,00602,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Đức Thắng,Phường
01,021,00604,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Thụy Phương,Phường
01,021,00607,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Tây Tựu,Phường
01,021,00610,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,Phường
01,021,00611,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Tảo,Phường
01,021,00613,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Minh Khai,Phường
01,021,00616,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,Phường
01,021,00617,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,Phường
01,021,00619,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Phú Diễn,Phường
01,021,00620,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Phúc Diễn,Phường
01,250,08973,Thành phố Hà Nội,Huyện Mê Linh,Thị trấn Chi Đông,Thị trấn
01,250,08974,Thành phố Hà Nội,Huyện Mê Linh,Xã Đại Thịnh,Xã
01,250,08977,Thành phố Hà Nội,Huyện Mê Linh,Xã Kim Hoa,Xã
01,250,08980,Thành phố Hà Nội,Huyện Mê Linh,Xã Thạch Đà,Xã
01,250,08983,Thành phố Hà Nội,Huyện Mê Linh,Xã Tiến Thắng,Xã
01,250,08986,Thành phố Hà Nội,Huyện Mê Linh,Xã Tự Lập,Xã
01,250,08989,Thành phố Hà Nội,Huyện Mê Linh,Thị trấn Quang Minh,Thị trấn
01,250,08992,Thành phố Hà Nội,Huyện Mê Linh,Xã Thanh Lâm,Xã
01,250,08995,Thành phố Hà Nội,Huyện Mê Linh,Xã Tam Đồng,Xã
01,250,08998,Thành phố Hà Nội,Huyện Mê Linh,Xã Liên Mạc,Xã
01,250,09001,Thành phố Hà Nội,Huyện Mê Linh,Xã Vạn Yên,Xã
01,250,09004,Thành phố Hà Nội,Huyện Mê Linh,Xã Chu Phan,Xã
01,250,09007,Thành phố Hà Nội,Huyện Mê Linh,Xã Tiến Thịnh,Xã
01,250,09010,Thành phố Hà Nội,Huyện Mê Linh,Xã Mê Linh,Xã
01,250,09013,Thành phố Hà Nội,Huyện Mê Linh,Xã Văn Khê,Xã
01,250,09016,Thành phố Hà Nội,Huyện Mê Linh,Xã Hoàng Kim,Xã
01,250,09019,Thành phố Hà Nội,Huyện Mê Linh,Xã Tiền Phong,Xã
01,250,09022,Thành phố Hà Nội,Huyện Mê Linh,Xã Tráng Việt,Xã
01,268,09538,Thành phố Hà Nội,Quận Hà Đông,Phường Nguyễn Trãi,Phường
01,268,09541,Thành phố Hà Nội,Quận Hà Đông,Phường Mộ Lao,Phường
01,268,09542,Thành phố Hà Nội,Quận Hà Đông,Phường Văn Quán,Phường
01,268,09544,Thành phố Hà Nội,Quận Hà Đông,Phường Vạn Phúc,Phường
01,268,09547,Thành phố Hà Nội,Quận Hà Đông,Phường Yết Kiêu,Phường
01,268,09550,Thành phố Hà Nội,Quận Hà Đông,Phường Quang Trung,Phường
01,268,09551,Thành phố Hà Nội,Quận Hà Đông,Phường La Khê,Phường
01,268,09552,Thành phố Hà Nội,Quận Hà Đông,Phường Phú La,Phường
01,268,09553,Thành phố Hà Nội,Quận Hà Đông,Phường Phúc La,Phường
01,268,09556,Thành phố Hà Nội,Quận Hà Đông,Phường Hà Cầu,Phường
01,268,09562,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Phường
01,268,09565,Thành phố Hà Nội,Quận Hà Đông,Phường Kiến Hưng,Phường
01,268,09568,Thành phố Hà Nội,Quận Hà Đông,Phường Phú Lãm,Phường
01,268,09571,Thành phố Hà Nội,Quận Hà Đông,Phường Phú Lương,Phường
01,268,09886,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,Phường
01,268,10117,Thành phố Hà Nội,Quận Hà Đông,Phường Đồng Mai,Phường
01,268,10123,Thành phố Hà Nội,Quận Hà Đông,Phường Biên Giang,Phường
01,269,09574,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Lê Lợi,Phường
01,269,09577,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Phú Thịnh,Phường
01,269,09580,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Ngô Quyền,Phường
01,269,09583,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Quang Trung,Phường
01,269,09586,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Sơn Lộc,Phường
01,269,09589,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Xuân Khanh,Phường
01,269,09592,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Đường Lâm,Xã
01,269,09595,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Viên Sơn,Phường
01,269,09598,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Xuân Sơn,Xã
01,269,09601,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Trung Hưng,Phường
01,269,09604,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Thanh Mỹ,Xã
01,269,09607,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Trung Sơn Trầm,Phường
01,269,09610,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Kim Sơn,Xã
01,269,09613,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Sơn Đông,Xã
01,269,09616,Thành phố Hà Nội,Thị xã Sơn Tây,Xã Cổ Đông,Xã
01,271,09619,Thành phố Hà Nội,Huyện Ba Vì,Thị trấn Tây Đằng,Thị trấn
01,271,09625,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Cường,Xã
01,271,09628,Thành phố Hà Nội,Huyện Ba Vì,Xã Cổ Đô,Xã
01,271,09631,Thành phố Hà Nội,Huyện Ba Vì,Xã Tản Hồng,Xã
01,271,09634,Thành phố Hà Nội,Huyện Ba Vì,Xã Vạn Thắng,Xã
01,271,09637,Thành phố Hà Nội,Huyện Ba Vì,Xã Châu Sơn,Xã
01,271,09640,Thành phố Hà Nội,Huyện Ba Vì,Xã Phong Vân,Xã
01,271,09643,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Đông,Xã
01,271,09646,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Phương,Xã
01,271,09649,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Châu,Xã
01,271,09652,Thành phố Hà Nội,Huyện Ba Vì,Xã Thái Hòa,Xã
01,271,09655,Thành phố Hà Nội,Huyện Ba Vì,Xã Đồng Thái,Xã
01,271,09658,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Sơn,Xã
01,271,09661,Thành phố Hà Nội,Huyện Ba Vì,Xã Minh Châu,Xã
